action_type,combined_shot_type,loc_x,loc_y,period,playoffs,season,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,opponent,month,time_remaining,home_play
Jump Shot,Jump Shot,"(-10.96, 8.96]","(156.4, 189.8]",1,0,2006-07,18,0.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,SEA,4,215,1
Driving Finger Roll Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",1,0,2006-07,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SEA,4,66,1
Jump Shot,Jump Shot,"(88.64, 108.56]","(89.6, 123.0]",2,0,2006-07,14,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,SEA,4,153,1
Jump Bank Shot,Jump Shot,"(-90.64, -70.72]","(-10.6, 22.8]",2,0,2006-07,8,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,SEA,4,118,1
Jump Shot,Jump Shot,"(148.4, 168.32]","(223.2, 256.6]",2,0,2006-07,27,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,SEA,4,33,1
Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",3,0,2006-07,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SEA,4,507,1
Driving Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",3,0,2006-07,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SEA,4,398,1
Driving Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",3,0,2006-07,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SEA,4,364,1
Jump Shot,Jump Shot,"(-30.88, -10.96]","(89.6, 123.0]",3,0,2006-07,12,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,SEA,4,328,1
Jump Shot,Jump Shot,"(-150.4, -130.48]","(123.0, 156.4]",3,0,2006-07,20,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,SEA,4,59,1
Running Jump Shot,Jump Shot,"(-30.88, -10.96]","(22.8, 56.2]",3,0,2006-07,3,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SEA,4,37,1
Jump Shot,Jump Shot,"(148.4, 168.32]","(56.2, 89.6]",3,0,2006-07,16,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,SEA,4,1,1
Driving Finger Roll Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",4,0,2006-07,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SEA,4,499,1
Jump Shot,Jump Shot,"(-150.4, -130.48]","(123.0, 156.4]",4,0,2006-07,19,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,SEA,4,394,1
Jump Shot,Jump Shot,"(-130.48, -110.56]","(223.2, 256.6]",4,0,2006-07,26,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,SEA,4,316,1
Fadeaway Jump Shot,Jump Shot,"(108.56, 128.48]","(-10.6, 22.8]",4,0,2006-07,11,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,SEA,4,234,1
Jump Shot,Jump Shot,"(-10.96, 8.96]","(256.6, 290.0]",4,0,2006-07,27,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,SEA,4,120,1
Jump Shot,Jump Shot,"(-150.4, -130.48]","(156.4, 189.8]",1,0,2006-07,20,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,SAC,4,665,0
Jump Shot,Jump Shot,"(-170.32, -150.4]","(156.4, 189.8]",1,0,2006-07,24,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,SAC,4,661,0
Driving Dunk Shot,Dunk,"(-10.96, 8.96]","(-10.6, 22.8]",1,0,2006-07,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAC,4,614,0
Dunk Shot,Dunk,"(-10.96, 8.96]","(-10.6, 22.8]",1,0,2006-07,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAC,4,551,0
Jump Shot,Jump Shot,"(-10.96, 8.96]","(156.4, 189.8]",1,0,2006-07,17,1.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,SAC,4,367,0
Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",1,0,2006-07,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAC,4,7,0
Fadeaway Jump Shot,Jump Shot,"(8.96, 28.88]","(156.4, 189.8]",2,0,2006-07,17,1.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,SAC,4,231,0
Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",2,0,2006-07,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAC,4,62,0
Jump Shot,Jump Shot,"(-10.96, 8.96]","(56.2, 89.6]",3,0,2006-07,7,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,SAC,4,627,0
Reverse Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",3,0,2006-07,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAC,4,547,0
Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",3,0,2006-07,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAC,4,501,0
Jump Shot,Jump Shot,"(168.32, 188.24]","(89.6, 123.0]",3,0,2006-07,22,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,SAC,4,319,0
Jump Bank Shot,Jump Shot,"(108.56, 128.48]","(56.2, 89.6]",3,0,2006-07,14,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,SAC,4,153,0
Jump Shot,Jump Shot,"(148.4, 168.32]","(590.6, 624.0]",3,0,2006-07,63,0.0,3PT Field Goal,Back Court(BC),Backcourt,Back Court Shot,SAC,4,0,0
Turnaround Jump Shot,Jump Shot,"(108.56, 128.48]","(-10.6, 22.8]",4,0,2006-07,12,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,SAC,4,229,0
Jump Shot,Jump Shot,"(88.64, 108.56]","(-10.6, 22.8]",4,0,2006-07,9,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,SAC,4,163,0
Reverse Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",4,0,2006-07,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAC,4,82,0
Jump Shot,Jump Shot,"(48.8, 68.72]","(189.8, 223.2]",1,0,2007-08,21,0.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,HOU,10,689,1
Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",1,0,2007-08,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,HOU,10,559,1
Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",1,0,2007-08,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,HOU,10,541,1
Jump Shot,Jump Shot,"(48.8, 68.72]","(189.8, 223.2]",1,0,2007-08,20,1.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,HOU,10,476,1
Jump Shot,Jump Shot,"(108.56, 128.48]","(223.2, 256.6]",1,0,2007-08,26,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,HOU,10,366,1
Jump Shot,Jump Shot,"(-50.8, -30.88]","(22.8, 56.2]",1,0,2007-08,5,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,HOU,10,332,1
Jump Shot,Jump Shot,"(88.64, 108.56]","(156.4, 189.8]",1,0,2007-08,19,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,HOU,10,207,1
Jump Shot,Jump Shot,"(128.48, 148.4]","(156.4, 189.8]",1,0,2007-08,21,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,HOU,10,37,1
Other,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",1,0,2007-08,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,HOU,10,3,1
Jump Shot,Jump Shot,"(128.48, 148.4]","(56.2, 89.6]",2,0,2007-08,16,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,HOU,10,689,1
Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",2,0,2007-08,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,HOU,10,604,1
Jump Shot,Jump Shot,"(68.72, 88.64]","(-10.6, 22.8]",2,0,2007-08,8,1.0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,HOU,10,572,1
Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",2,0,2007-08,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,HOU,10,172,1
Reverse Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",2,0,2007-08,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,HOU,10,60,1
Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",2,0,2007-08,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,HOU,10,2,1
Jump Shot,Jump Shot,"(-70.72, -50.8]","(156.4, 189.8]",3,0,2007-08,18,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,HOU,10,653,1
Jump Shot,Jump Shot,"(-90.64, -70.72]","(123.0, 156.4]",3,0,2007-08,16,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,HOU,10,565,1
Running Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",3,0,2007-08,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,HOU,10,530,1
Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",3,0,2007-08,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,HOU,10,479,1
Jump Shot,Jump Shot,"(68.72, 88.64]","(123.0, 156.4]",3,0,2007-08,14,0.0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,HOU,10,417,1
Fadeaway Jump Shot,Jump Shot,"(68.72, 88.64]","(22.8, 56.2]",3,0,2007-08,8,1.0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,HOU,10,315,1
Fadeaway Jump Shot,Jump Shot,"(-170.32, -150.4]","(89.6, 123.0]",3,0,2007-08,19,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,HOU,10,101,1
Jump Shot,Jump Shot,"(-130.48, -110.56]","(156.4, 189.8]",3,0,2007-08,20,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,HOU,10,62,1
Layup Shot,Layup,"(-30.88, -10.96]","(-10.6, 22.8]",4,0,2007-08,2,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,HOU,10,540,1
Running Jump Shot,Jump Shot,"(-50.8, -30.88]","(22.8, 56.2]",4,0,2007-08,4,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,HOU,10,495,1
Jump Shot,Jump Shot,"(28.88, 48.8]","(123.0, 156.4]",4,0,2007-08,15,1.0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,HOU,10,439,1
Jump Shot,Jump Shot,"(128.48, 148.4]","(223.2, 256.6]",4,0,2007-08,26,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,HOU,10,117,1
Running Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",4,0,2007-08,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,HOU,10,92,1
Jump Shot,Jump Shot,"(8.96, 28.88]","(256.6, 290.0]",4,0,2007-08,26,1.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,HOU,10,80,1
Jump Shot,Jump Shot,"(-90.64, -70.72]","(189.8, 223.2]",1,0,2007-08,21,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,PHX,11,613,0
Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",1,0,2007-08,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,PHX,11,565,0
Jump Shot,Jump Shot,"(108.56, 128.48]","(123.0, 156.4]",1,0,2007-08,19,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,PHX,11,341,0
Jump Shot,Jump Shot,"(-130.48, -110.56]","(189.8, 223.2]",1,0,2007-08,24,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,PHX,11,273,0
Jump Shot,Jump Shot,"(108.56, 128.48]","(156.4, 189.8]",1,0,2007-08,21,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,PHX,11,257,0
Jump Shot,Jump Shot,"(88.64, 108.56]","(123.0, 156.4]",2,0,2007-08,16,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,PHX,11,300,0
Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",2,0,2007-08,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,PHX,11,225,0
Jump Shot,Jump Shot,"(-90.64, -70.72]","(22.8, 56.2]",2,0,2007-08,8,0.0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,PHX,11,222,0
Jump Shot,Jump Shot,"(148.4, 168.32]","(123.0, 156.4]",2,0,2007-08,21,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,PHX,11,196,0
Jump Shot,Jump Shot,"(128.48, 148.4]","(22.8, 56.2]",2,0,2007-08,15,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,PHX,11,65,0
Jump Shot,Jump Shot,"(-190.24, -170.32]","(156.4, 189.8]",2,0,2007-08,24,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,PHX,11,0,0
Jump Shot,Jump Shot,"(148.4, 168.32]","(189.8, 223.2]",3,0,2007-08,24,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,PHX,11,588,0
Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",3,0,2007-08,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,PHX,11,301,0
Jump Shot,Jump Shot,"(-10.96, 8.96]","(189.8, 223.2]",1,0,2007-08,21,0.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,UTA,11,670,1
Jump Shot,Jump Shot,"(28.88, 48.8]","(156.4, 189.8]",1,0,2007-08,17,1.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,UTA,11,497,1
Running Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",1,0,2007-08,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,UTA,11,173,1
Jump Shot,Jump Shot,"(68.72, 88.64]","(123.0, 156.4]",1,0,2007-08,16,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,UTA,11,104,1
Jump Shot,Jump Shot,"(-130.48, -110.56]","(156.4, 189.8]",2,0,2007-08,20,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,UTA,11,492,1
Jump Bank Shot,Jump Shot,"(-70.72, -50.8]","(56.2, 89.6]",2,0,2007-08,8,1.0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,UTA,11,428,1
Jump Shot,Jump Shot,"(68.72, 88.64]","(189.8, 223.2]",2,0,2007-08,20,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,UTA,11,281,1
Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",2,0,2007-08,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,UTA,11,122,1
Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",2,0,2007-08,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,UTA,11,74,1
Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",2,0,2007-08,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,UTA,11,48,1
Running Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",3,0,2007-08,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,UTA,11,507,1
Jump Shot,Jump Shot,"(-150.4, -130.48]","(156.4, 189.8]",3,0,2007-08,22,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,UTA,11,291,1
Jump Shot,Jump Shot,"(108.56, 128.48]","(223.2, 256.6]",3,0,2007-08,26,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,UTA,11,205,1
Jump Shot,Jump Shot,"(-110.56, -90.64]","(156.4, 189.8]",4,0,2007-08,18,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,UTA,11,493,1
Jump Shot,Jump Shot,"(68.72, 88.64]","(123.0, 156.4]",4,0,2007-08,16,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,UTA,11,270,1
Driving Finger Roll Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",4,0,2007-08,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,UTA,11,222,1
Jump Shot,Jump Shot,"(88.64, 108.56]","(189.8, 223.2]",1,0,2007-08,21,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,NOH,11,207,1
Jump Shot,Jump Shot,"(68.72, 88.64]","(56.2, 89.6]",1,0,2007-08,10,1.0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,NOH,11,145,1
Jump Shot,Jump Shot,"(-150.4, -130.48]","(189.8, 223.2]",1,0,2007-08,25,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,NOH,11,25,1
Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",2,0,2007-08,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,NOH,11,348,1
Jump Shot,Jump Shot,"(-210.16, -190.24]","(22.8, 56.2]",2,0,2007-08,20,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,NOH,11,312,1
Jump Shot,Jump Shot,"(28.88, 48.8]","(89.6, 123.0]",2,0,2007-08,10,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,NOH,11,162,1
Jump Shot,Jump Shot,"(88.64, 108.56]","(156.4, 189.8]",3,0,2007-08,19,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,NOH,11,676,1
Turnaround Jump Shot,Jump Shot,"(88.64, 108.56]","(-10.6, 22.8]",3,0,2007-08,10,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,NOH,11,623,1
Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",3,0,2007-08,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,NOH,11,509,1
Jump Shot,Jump Shot,"(-30.88, -10.96]","(22.8, 56.2]",3,0,2007-08,4,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,NOH,11,385,1
Jump Shot,Jump Shot,"(128.48, 148.4]","(189.8, 223.2]",3,0,2007-08,25,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,NOH,11,216,1
Reverse Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",3,0,2007-08,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,NOH,11,155,1
Jump Shot,Jump Shot,"(-230.08, -210.16]","(123.0, 156.4]",3,0,2007-08,25,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,NOH,11,123,1
Jump Shot,Jump Shot,"(108.56, 128.48]","(189.8, 223.2]",4,0,2007-08,24,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,NOH,11,299,1
Jump Shot,Jump Shot,"(148.4, 168.32]","(189.8, 223.2]",4,0,2007-08,24,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,NOH,11,265,1
Jump Shot,Jump Shot,"(-230.08, -210.16]","(123.0, 156.4]",4,0,2007-08,25,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,NOH,11,174,1
Driving Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",4,0,2007-08,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,NOH,11,143,1
Driving Layup Shot,Layup,"(8.96, 28.88]","(-10.6, 22.8]",4,0,2007-08,2,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,NOH,11,55,1
Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",1,0,2007-08,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,11,652,1
Jump Shot,Jump Shot,"(-70.72, -50.8]","(256.6, 290.0]",1,0,2007-08,26,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,MIN,11,528,1
Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",1,0,2007-08,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,11,422,1
Fadeaway Jump Shot,Jump Shot,"(88.64, 108.56]","(156.4, 189.8]",1,0,2007-08,18,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,MIN,11,324,1
Slam Dunk Shot,Dunk,"(-10.96, 8.96]","(-10.6, 22.8]",1,0,2007-08,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,11,225,1
Alley Oop Layup shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",1,0,2007-08,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,11,132,1
Jump Shot,Jump Shot,"(8.96, 28.88]","(56.2, 89.6]",1,0,2007-08,7,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,MIN,11,58,1
Jump Shot,Jump Shot,"(148.4, 168.32]","(189.8, 223.2]",1,0,2007-08,25,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,MIN,11,41,1
Jump Shot,Jump Shot,"(-110.56, -90.64]","(189.8, 223.2]",2,0,2007-08,24,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,MIN,11,244,1
Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",3,0,2007-08,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,11,591,1
Jump Shot,Jump Shot,"(88.64, 108.56]","(223.2, 256.6]",3,0,2007-08,25,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,MIN,11,247,1
Jump Shot,Jump Shot,"(-150.4, -130.48]","(223.2, 256.6]",4,0,2007-08,27,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,MIN,11,559,1
Jump Shot,Jump Shot,"(-170.32, -150.4]","(123.0, 156.4]",4,0,2007-08,20,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,MIN,11,365,1
Jump Shot,Jump Shot,"(-10.96, 8.96]","(256.6, 290.0]",4,0,2007-08,26,1.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,MIN,11,16,1
Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",1,0,2007-08,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAS,11,618,0
Jump Shot,Jump Shot,"(-10.96, 8.96]","(189.8, 223.2]",1,0,2007-08,21,0.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,SAS,11,465,0
Dunk Shot,Dunk,"(-10.96, 8.96]","(-10.6, 22.8]",1,0,2007-08,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAS,11,277,0
Jump Shot,Jump Shot,"(-190.24, -170.32]","(156.4, 189.8]",1,0,2007-08,24,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,SAS,11,119,0
Alley Oop Layup shot,Layup,"(-30.88, -10.96]","(-10.6, 22.8]",2,0,2007-08,2,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAS,11,423,0
Jump Shot,Jump Shot,"(-50.8, -30.88]","(223.2, 256.6]",2,0,2007-08,24,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,SAS,11,140,0
Jump Shot,Jump Shot,"(-110.56, -90.64]","(123.0, 156.4]",3,0,2007-08,17,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,SAS,11,686,0
Jump Shot,Jump Shot,"(88.64, 108.56]","(156.4, 189.8]",3,0,2007-08,20,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,SAS,11,654,0
Jump Shot,Jump Shot,"(208.16, 228.08]","(123.0, 156.4]",3,0,2007-08,24,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,SAS,11,503,0
Jump Shot,Jump Shot,"(168.32, 188.24]","(123.0, 156.4]",3,0,2007-08,21,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,SAS,11,305,0
Jump Shot,Jump Shot,"(88.64, 108.56]","(156.4, 189.8]",4,0,2007-08,19,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,SAS,11,671,0
Jump Shot,Jump Shot,"(68.72, 88.64]","(223.2, 256.6]",4,0,2007-08,25,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,SAS,11,645,0
Jump Shot,Jump Shot,"(28.88, 48.8]","(189.8, 223.2]",4,0,2007-08,19,1.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,SAS,11,615,0
Fadeaway Jump Shot,Jump Shot,"(88.64, 108.56]","(22.8, 56.2]",4,0,2007-08,11,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,SAS,11,536,0
Dunk Shot,Dunk,"(-10.96, 8.96]","(-10.6, 22.8]",4,0,2007-08,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAS,11,389,0
Fadeaway Bank shot,Jump Shot,"(-90.64, -70.72]","(-10.6, 22.8]",4,0,2007-08,7,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,SAS,11,306,0
Jump Shot,Jump Shot,"(-230.08, -210.16]","(123.0, 156.4]",4,0,2007-08,24,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,SAS,11,288,0
Jump Shot,Jump Shot,"(-90.64, -70.72]","(189.8, 223.2]",4,0,2007-08,22,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,SAS,11,238,0
Jump Shot,Jump Shot,"(148.4, 168.32]","(56.2, 89.6]",1,0,2007-08,17,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,HOU,11,703,0
Jump Shot,Jump Shot,"(28.88, 48.8]","(22.8, 56.2]",1,0,2007-08,5,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,HOU,11,674,0
Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",1,0,2007-08,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,HOU,11,491,0
